Pricing Date,Issuer Ticker,Issuer Name,Offer Size (M),Offer Price,Offer To 1st Close,Initial Pub Offer (Shares Offered),Bookrunner,Industry Sector,Market Cap at Offer (M),Instit Owner (% Shares Out),Primary Exchange
10/24/07,FGXI US,FGX International Holdings Ltd,220.8,16,6.5625,12000000.00,"Truist Securities Inc, William Blair & Co LLC","Consumer, Cyclical",340.87,, 
10/24/07,9999996D US,Ulta Salon Cosmetics & Fragrance Inc,176.77,18,65.66666412,8539650.00,"JP Morgan, Wells Fargo","Consumer, Cyclical",1020.12,0.0286264, 
10/24/07,PZN US,Pzena Investment Management Inc,109.8,18,11.61111069,6100000.00,"UBS, Goldman Sachs",Financial,110.01,12.216, 
10/24/07,DAR US,Darling Ingredients Inc,0,0,,,,"Consumer, Non-cyclical",0,113.099,New York
10/23/07,VNRSQ US,Vanguard Natural Resources LLC,99.75,19,-0.315789461,5250000.00,Citi,Energy,205.01,0.78038, 
10/23/07,ULEUQ US,Ultimate Escapes Inc,80,8,-1.125,10000000.00,Truist Securities Inc,"Consumer, Cyclical",0,, 
10/22/07,TCW/U US,Triplecrown Acquisition Corp,552,10,1.100000024,48000000.00,Citi,Diversified,672,, 
10/22/07,CVI US,CVR Energy Inc,437,19,6.578947544,20000000.00,"Goldman Sachs, Deutsche Bank",Energy,1636.68,104.828,New York
10/18/07,DFT US,DuPont Fabros Technology Inc,736.575,21,8.142857552,30500000.00,"UBS, Lehman Brothers",Financial,746.01,, 
10/17/07,ROICU US,Retail Opportunity Investments Corp,414,10,0.100000002,36000000.00,BofA Securities,Financial,0,, 
10/17/07,SGS/U US,Stream Global Services Inc,250,8,0,31250000.00,Deutsche Bank,Technology,0,, 
10/16/07,BAXSQ US,Baxano Surgical Inc,94.875,15,60,5500000.00,"Piper Sandler & Co, Lehman Brothers","Consumer, Non-cyclical",294.02,0.132729, 
10/15/07,STTAU US,Stone Tan China Acquisition Corp,263.762,8,0,30000000.00,Morgan Joseph TriArtisan Group Inc,Diversified,0,, 
10/15/07,LPSB US,LaPorte Bancorp Inc,12.9922,10,-8.100000381,1299220.00,Stifel,Financial,0,100, 
10/12/07,EPS CN,Epsilon Energy Ltd,68.3352,4,1.25,18000000.00,"Clarus Securities, Cormark Securities Inc",Energy,181.589,86.2754, 
10/11/07,DSP/U US,SP Acquisition Holdings Inc,432.896,10,0,40000000.00,"UBS, Ladenburg Thalmann & Co",Diversified,532.9,, 
10/10/07,VM US,Virgin Mobile USA Inc,412.5,15,5,27500000.00,"Lehman Brothers, JP Morgan, BofA Securities",Communications,795.33,, 
10/10/07,FFNW US,First Financial Northwest Inc,184,0,,18400000.00,Stifel,Financial,0,19.6232, 
10/9/07,TGH US,Textainer Group Holdings Ltd,148.5,16.5,3.030303001,9000000.00,"Wells Fargo, UBS","Consumer, Non-cyclical",785.48,32.2344, 
10/9/07,CML US,Compellent Technologies Inc,93.15,13.5,79.18518829,6000000.00,Morgan Stanley,Technology,412.71,, 
10/9/07,TARG US,Targanta Therapeutics Corp,57.5,10,-6,5750000.00,UBS,"Consumer, Non-cyclical",209.69,, 
10/4/07,2301602D US,MAP Pharmaceuticals LLC,69,12,11.25,5000000.00,"Morgan Stanley, BofA Securities","Consumer, Non-cyclical",240.27,, 
10/4/07,MAIN US,Main Street Capital Corp,64.5,15,0,4000000.00,"Raymond James & Associates, Truist Securities Inc",Financial,132.4,23.598,New York
10/4/07,UIHCU US,American Coastal Insurance Cor,37.869,8,0,4500000.00,Pali Capital Inc,Financial,0,, 
10/3/07,HIA/U US,Highlands Acquisition Corp,138,10,0,12000000.00,Citi,Diversified,168,, 
10/3/07,CTCT US,Constant Contact Inc,123.28,16,72.75,6700000.00,"CIBC, Stifel",Technology,439.29,, 
10/2/07,BFED US,Beacon Federal Bancorp Inc,94.875,10,16,9487500.00,Stifel,Financial,0,, 
10/2/07,IAN/U US,Inter-Atlantic Financial Inc,68.8824,8,0.625,7500000.00,Morgan Joseph TriArtisan Group Inc,Diversified,0,, 
9/27/07,TOH/U US,Resolute Energy Corp,552,10,-0.5,48000000.00,Citi,Energy,672,, 
9/27/07,DUF US,Deerfield Duff & Phelps LLC,152.72,16,14.6875,8300000.00,"Goldman Sachs, UBS",Financial,206.72,, 
9/26/07,VTM/H CN,Ventura Cannabis & Wellness Corp,0.228781,0.1,,,,"Consumer, Non-cyclical",0.427721,, 
9/25/07,BQR US,BlackRock EcoSolutions Investment Trust,235,20,0,11750000.00,Citi,Financial,0,, 
9/25/07,HTY US,John Hancock Tax-Advantaged Global Shareholder Yield Fund,187,20,1,8750000.00,UBS,Financial,0,17.2289, 
9/25/07,NGZ US,AllianzGI Global Equity & Convertible Income Fund,175,25,0,7000000.00,UBS,Financial,0,, 
9/25/07,IID US,Voya International High Dividend Equity Income Fund,162.5,20,-1.149999976,8125000.00,BofA Securities,Financial,0,24.6634, 
9/20/07,FAV US,First Trust Dividend and Income Fund,138,20,0,6400000.00,Raymond James & Associates,Financial,0,41.0212, 
9/19/07,1885807D US,athenahealth Inc,130.137,18,97.22222137,6286820.00,"Goldman Sachs, BofA Securities",Technology,568.81,3.08518, 
9/11/07,ENP US,Encore Energy Partners LP,213.116,21,0.142857149,9000000.00,"Lehman Brothers, UBS",Energy,508.42,, 
9/4/07,CDLUF US,CNC Development Ltd,46,8,0.125,5000000.00,Chardan Capital Markets LLC,Financial,0,, 
8/29/07,MSVN CN,ManifestSeven Holdings Corp,0.47105,0.1,105,5000000.00,Macquarie,"Consumer, Non-cyclical",0.84789,, 
8/27/07,SRV US,NXG Cushing Midstream Energy Fund,175,20,-0.5,8750000.00,"Deutsche Bank, Morgan Stanley",Financial,0,14.5762,New York
8/21/07,0353659D CN,PBS Coals Ltd,0.23525,0.2,59.99999619,1250000.00,Integral Wealth Securities Ltd,Energy,0.61165,, 
8/13/07,VMW US,VMware Inc,1100.55,29,75.86206818,33000000.00,"Deutsche Bank, BofA Securities, UBS, Lehman Brothers, JP Morgan, Citi",Technology,2178.48,6.33189, 
8/10/07,NNN/H CN,NiMin Energy Corp,0.28437,0.25,120,1200000.00,Haywood Securities Inc,Energy,0.75832,, 
8/9/07,ZINCQ US,American Zinc Recycling LLC,100.747,18,3.333333254,4867000.00,B Riley Financial Inc,Basic Materials,612.79,0.239773, 
8/8/07,1667717D US,DemandTec Inc,66,11,-15.090909,6000000.00,"UBS, Morgan Stanley",Technology,288.07,, 
8/7/07,MASI US,Masimo Corp,232.97,17,22.94117737,11916600.00,"Deutsche Bank, Piper Sandler & Co, Citi","Consumer, Non-cyclical",928.27,89.746,NASDAQ GS
8/7/07,0878522D US,Crestwood Midstream Partners LP/Old,120.75,21,0,5000000.00,"Goldman Sachs, UBS",Energy,243.36,, 
8/7/07,HIRE US,HireRight LLC,65.625,15,-1.799999952,4375000.00,UBS,"Consumer, Non-cyclical",168.33,, 
8/2/07,CXO US,Concho Resources Inc,276.232,11.5,12.173913,20887100.00,"BofA Securities, JP Morgan",Energy,846.78,21.0625, 
8/2/07,VRTU US,Virtusa Corp,61.6,14,-15.28571415,4400000.00,JP Morgan,Technology,319.58,, 
8/2/07,SCMP US,Sucampo Pharmaceuticals Inc,49.588,11.5,6.608695507,3750000.00,TD Securities,"Consumer, Non-cyclical",185.16,, 
8/1/07,G US,Genpact Ltd,568.235,14,19.6428566,35294100.00,"Morgan Stanley, Citi, JP Morgan",Technology,2963.84,109.823,New York
8/1/07,AMV/U US,BRC Group Holdings Inc,414,10,1,36000000.00,Citi,Financial,414,, 
8/1/07,DOLNQ US,Dolan LLC,224.388,14.5,22.20689583,13456500.00,"Goldman Sachs, BofA Securities",Technology,364.11,, 
7/26/07,ETJ US,Eaton Vance Risk-Managed Diversified Equity Income Fund,1404,20,0,65000000.00,Citi,Financial,0,21.8263,New York
7/26/07,INB US,Cohen & Steers Global Income Builder Inc,465.686,20,0,22500000.00,BofA Securities,Financial,0,12.6488, 
7/26/07,GOF US,Guggenheim Strategic Opportunities Fund,182,20,0,9100000.00,Wells Fargo,Financial,0,19.9785,New York
7/25/07,SEGI US,Sycamore Entertainment Group Inc,15,5,N/A,3000000.00,Maxim Group LLC,"Consumer, Cyclical",50.04,,OTC US
7/24/07,TYPE US,Monotype Imaging Holdings Inc,144.713,12,0.416666657,11000000.00,BofA Securities,Technology,408.7,10.2229, 
7/24/07,REXXQ US,Rex Energy Corp,112.2,11,-7.909090996,9600000.00,KeyBanc Capital Markets,Energy,338.74,, 
7/24/07,BLOG US,BladeLogic Inc,97.75,17,47.47058868,5000000.00,"Morgan Stanley, BofA Securities",Technology,453.13,, 
7/24/07,IVQ/U CN,Invesque Inc,1.44825,0.2,31.08908653,7500000.00,National Bank Financial Inc,Financial,2.41375,80.0968,Toronto
7/24/07,LXG/H CN,Lexagene Holdings Inc,0.23172,0.1,170,2400000.00,Leede Financial Markets Inc,"Consumer, Non-cyclical",0.46344,0.00355264, 
7/19/07,OWW US,Orbitz Worldwide Inc,510,15,-3.333333254,34000000.00,"Morgan Stanley, Lehman Brothers, JP Morgan, Goldman Sachs",Communications,1243.69,, 
7/19/07,HGGG US,hhgregg Inc,140.156,13,11.92307663,9375000.00,"Lehman Brothers, UBS","Consumer, Cyclical",419.14,0.0373991,OTC US
7/19/07,KHA/U US,KBL Healthcare Acquisition Corp III,138,8,2.375,15000000.00,Citi,Diversified,0,, 
7/19/07,AIRV US,Ericsson Evdo Inc,58.1,7,2.428571463,8300000.00,Morgan Stanley,Communications,443.59,, 
7/18/07,MFGLQ US,MF Global Holdings Ltd,2921.39,30,-8.166666985,97379800.00,"Citi, JP Morgan, Lehman Brothers, BofA Securities, UBS",Financial,3588.96,0.0282013, 
7/18/07,NZ US,Netezza LLC,124.2,12,44.91666794,9000000.00,"Morgan Stanley, UBS",Technology,683.77,, 
7/18/07,LIMC US,Limco-Piedmont Inc,55.66,11,20.90909004,4400000.00,Oppenheimer & Co,Industrial,147.68,, 
7/17/07,BKEP US,Blueknight Energy Partners LP,316.25,22,33.27272797,12500000.00,"Citi, BofA Securities",Energy,316.25,17.2502, 
7/17/07,DHX US,DHI Group Inc,220.896,13,3.076923132,16700000.00,"Morgan Stanley, UBS",Communications,805.49,76.3563,New York
7/17/07,EBTX US,Encore Bancshares Inc,47.575,21,6.809523582,1979760.00,Stifel,Financial,211.83,, 
7/10/07,LABC US,Louisiana Bancorp Inc/Metaire LA,60.95,10,9.5,6095000.00,Sandler O'Neill & Partners,Financial,0,, 
7/3/07,KKR US,KKR & Co Inc,0,0,,,,Financial,0,63.9223,New York
7/2/07,SHOR US,ShoreTel Inc,86.3075,9.5,27.89473724,7900000.00,"JP Morgan, Lehman Brothers",Communications,403.19,0.0161888, 
6/29/07,CNWUF US,China Networks International Holdings Ltd,56,8,0.375,7000000.00,"Jesup & Lamont Securities Corp, RBC Capital Markets",Communications,0,, 
6/28/07,BLIN US,Bridgeline Digital Inc,16,5,0,3000000.00,Joseph Gunnar & Co,Communications,37.37,15.2988,NASDAQ CM
6/28/07,AR CN,Argonaut Gold Inc,0.4707,0.1,200,5000000.00,Macquarie,Basic Materials,0.70605,, 
6/27/07,CHW US,Calamos Global Dynamic Income Fund,885,15,0.06666667,56000000.00,"Wells Fargo, Citi",Financial,0,30.8921,NASDAQ GS
6/27/07,PPO US,Polypore International LP,285,19,-5.105263233,15000000.00,JP Morgan,Industrial,765.83,, 
6/27/07,DCW US,DCW Total Return Fund,150,20,0.050000001,7500000.00,Wells Fargo,Financial,0,, 
6/27/07,PRO US,PROS Holdings Inc,86.3368,11,16.81818199,6825000.00,"Deutsche Bank, JP Morgan",Technology,283.67,7.84397, 
6/27/07,FOODU US,Vaughan Foods Inc,13.975,6.5,0.769230783,2150000.00,Paulson Investment Co Inc,"Consumer, Non-cyclical",0,, 
6/26/07,XCRRX US,Invesco Dynamic Credit Opportunity Fund,1480,20,,,"Morgan Stanley, UBS",Funds,0,, 
6/26/07,JTD US,Nuveen Tax-Advantaged Dividend Growth Fund,297,20,0.050000001,14250000.00,Citi,Financial,0,4.74583, 
6/26/07,1349322D US,MLP & Strategic Equity Fund Inc,290.01,20,0,13250000.00,"BofA Securities, AG Edwards & Sons LLC",Financial,0,, 
6/26/07,DEX US,Delaware Enhanced Global Dividend & Income Fund,258.484,20,0.050000001,11750000.00,"BofA Securities, AG Edwards & Sons LLC",Financial,0,13.1223, 
6/26/07,SEP US,Spectra Energy Partners LP,253,22,30.22727203,10000000.00,"Lehman Brothers, Citi",Energy,981.86,, 
6/26/07,DRP US,DWS RREEF World Real Estate Fund Inc,242.5,20,0.25,11125000.00,BofA Securities,Financial,0,, 
6/26/07,BKCC US,BlackRock Capital Investment Corp,160,16,-9.0625,10000000.00,"Citi, BofA Securities, Wells Fargo, JP Morgan",Financial,818.49,6.68833, 
6/26/07,DDUP US,Data Domain Inc,127.478,15,66.33333588,7390000.00,"Morgan Stanley, Goldman Sachs",Technology,793.22,, 
6/26/07,SCOR US,comScore Inc,100.568,16.5,42.24242401,5300000.00,UBS,Communications,464.97,40.8558,NASDAQ GS
6/26/07,1901522D US,AuthenTec Inc,82.5,11,-9.090909004,7500000.00,Lehman Brothers,Technology,286,, 
6/25/07,GGA/U US,GSC Acquisition Co,207,10,2.700000048,18000000.00,Citi,Diversified,0,, 
6/25/07,TVPC US,Twin Vee Powercats Inc,8.05,3.5,-16.5714283,2300000.00,Lane Capital Markets LLC,"Consumer, Cyclical",29.87,, 
6/22/07,TIPT US,Tiptree Inc,225,15,-10,15000000.00,"UBS, BofA Securities",Financial,315.19,45.779,NASDAQ CM
6/22/07,AOI LN,Ascendx Spine Inc,15.7144,344,2.470930338,2325580.00,"TD Securities, Deutsche Bank","Consumer, Non-cyclical",57.7371,, 
6/21/07,BX US,Blackstone Inc,4753.33,31,13.0967741,133333000.00,"Citi, Morgan Stanley, UBS, Lehman Brothers, BofA Securities, Deutsche Bank",Financial,7274.71,73.0126,New York
6/21/07,1519521D LN,Boyd Watterson Holding Co,120,6,-4.166666508,20000000.00,Sunrise Securities,Financial,0,, 
6/21/07,UGE/H CN,Underground Energy Corp,0.1862,0.1,24.99999809,2000000.00,Union Securities Ltd,Energy,0.3724,, 
6/19/07,AII/U US,Boise Inc,414,10,1.200000048,36000000.00,Lazard,Basic Materials,0,, 
6/15/07,FCOM LN,First Communications Inc,50,5,0,10000000.00,,Communications,0,, 
6/13/07,LEAF LN,Leaf Clean Energy Co,394.62,100,6,200000000.00,,Energy,0,79.2627, 
6/13/07,GRBK US,Green Brick Partners Inc,63.3937,10.5,0.095238097,5250000.00,"Citi, JP Morgan, AG Edwards & Sons LLC","Consumer, Cyclical",160.96,80.8112,New York
6/13/07,CBAY LN,MModal Inc,25.3222,89,6.179775238,14325500.00,,Technology,114.148,, 
6/12/07,BWY US,Mauser Packaging Solutions Holding Co,150.588,15,-2.666666746,10039200.00,"BofA Securities, Goldman Sachs",Industrial,323.79,, 
6/8/07,MAXJ LN,Maxjet Airways Inc,100.501,138,1.449275374,36601800.00,,"Consumer, Cyclical",188.671,, 
6/8/07,PEX/U US,Apex Bioventures Acquisition Corp,69,8,0.625,7500000.00,Lazard,Diversified,0,, 
6/7/07,EGIOQ US,Edgio Inc,276,15,47.86666489,16000000.00,Goldman Sachs,Communications,1227.5,34.0926, 
6/7/07,FBRC US,FBR & Co,220.846,17,5.882352829,12035000.00,"B Riley Financial Inc, Lehman Brothers",Financial,1114.92,0.00467664, 
6/6/07,INFN US,Infinera Corp,209.3,13,51.57692337,14000000.00,Goldman Sachs,Communications,1108.08,17.2298, 
6/5/07,8249434Q US,Starent Networks Corp,145.381,12,16.75,10534800.00,"Goldman Sachs, Lehman Brothers",Communications,767.97,, 
6/5/07,RGDXQ US,Response Genetics Inc,21,7,0,3000000.00,Maxim Group LLC,"Consumer, Non-cyclical",71.68,,OTC US
5/31/07,STAQU US,Stoneleigh Partners Acquisition Corp,222.78,8,0.75,25000000.00,HCFP/Brenner Securities LLC,Diversified,0,, 
5/31/07,JAZZ US,Jazz Pharmaceuticals PLC,108,18,-1.5,6000000.00,"Morgan Stanley, Lehman Brothers","Consumer, Non-cyclical",441.91,103.545,NASDAQ GS
5/31/07,HTL CN,Hamilton Thorne Ltd,1.66341,0.1,100,17800000.00,"Haywood Securities Inc, Jennings Capital Inc","Consumer, Non-cyclical",2.07459,101.546, 
5/30/07,FOLD US,Amicus Therapeutics Inc,75,15,-3.799999952,5000000.00,"BofA Securities, Morgan Stanley","Consumer, Non-cyclical",333.52,105.643,NASDAQ GM
5/29/07,TYR LN,TyraTech Inc,50.0625,500,1,5000000.00,Nomura,Basic Materials,217.976,7.34977, 
5/25/07,FGB US,First Trust Specialty Finance and Financial Opportunities Fund,246,20,0,12300000.00,AG Edwards & Sons LLC,Financial,0,19.3974, 
5/25/07,1992972D US,RMR Asia Real Estate Fund,95,20,0.100000002,4750000.00,RBC Capital Markets,Financial,0,, 
5/24/07,BGY US,BlackRock Enhanced International Dividend Trust,2126,20,0,98500000.00,Wells Fargo,Financial,0,39.464,New York
5/24/07,1849818D US,Advent Claymore Convertible Securities and Income Fund II,636.118,20,0,28750000.00,BofA Securities,Funds,0,1.9063, 
5/24/07,DPO US,Dow 30 Enhanced Premium & Income Fund Inc,535.16,20,0.050000001,25000000.00,BofA Securities,Financial,0,, 
5/24/07,VTG/U US,Vantage Drilling Co,276,8,1,30000000.00,Deutsche Bank,Energy,0,, 
5/24/07,1567639D US,RiverSource LaSalle International Real Estate Fund Inc,222.5,25,0,8900000.00,Citi,Financial,0,, 
5/24/07,HNW US,Pioneer Diversified High Income Fund Inc,182.5,25,-100,7300000.00,"BofA Securities, UBS",Financial,0,14.866, 
5/24/07,WWAYU US,Westway Group Inc,138,6,1.666666627,20000000.00,"CIBC, CRT Capital","Consumer, Cyclical",0,, 
5/24/07,CLNE US,Clean Energy Fuels Corp,138,12,0.333333343,10000000.00,"Piper Sandler & Co, WR Hambrecht + Co LLC","Consumer, Cyclical",548.32,49.9001,NASDAQ GS
5/24/07,HLCSQ US,Helicos BioSciences Corp,52.173,9,-5.888888836,5400000.00,UBS,"Consumer, Non-cyclical",188.253,, 
5/23/07,TTSPU US,Transtech Services Partners Inc,41.4,8,0.25,4500000.00,"Maxim Group LLC, TD Securities",Diversified,0,, 
5/22/07,1369764D US,RSC Holdings Inc,458.333,22,-13.63636398,20833300.00,"Lehman Brothers, Morgan Stanley, Deutsche Bank","Consumer, Non-cyclical",2269.26,, 
5/22/07,ACDQU US,Arcade Acquisition Corp,69,8,1.875,7500000.00,Morgan Joseph TriArtisan Group Inc,Diversified,0,, 
5/22/07,SIRT US,Sirtris Pharmaceuticals Inc,69,10,7.599999905,6000000.00,JP Morgan,"Consumer, Non-cyclical",286.89,, 
5/22/07,RTHM LN,Rhythmone PLC,50.6095,45,40,56444400.00,Citi,Communications,246.602,63.7451, 
5/18/07,BUS/U US,Columbus Acquisition Corp,115,8,0.875,12500000.00,"Ladenburg Thalmann & Co, Lazard",Diversified,0,, 
5/17/07,TRS US,TriMas Corp,139.15,11,6.818181992,11000000.00,"BofA Securities, Goldman Sachs",Industrial,367.5,121.702,NASDAQ GS
5/17/07,ENOC US,Enel X North America Inc,112.125,26,19.73077011,3750000.00,"Morgan Stanley, UBS",Utilities,467.24,0.0285016, 
5/16/07,9903653D US,TechTarget Inc,115.115,13,13.76923084,7700000.00,"Lehman Brothers, Morgan Stanley",Communications,507.77,, 
5/16/07,2571630D US,CAI International Inc,87,15,0,5800000.00,Piper Sandler & Co,"Consumer, Non-cyclical",256.63,, 
5/16/07,VRX LN,Vectrix Corp,75.0035,52,-11.53846169,72000000.00,HSBC,"Consumer, Cyclical",266.692,, 
5/15/07,GENNQ US,Genesis Healthcare Inc,297.084,15.5,2.580645084,16666700.00,"BofA Securities, UBS","Consumer, Non-cyclical",258.33,0.000284618,OTC US
5/14/07,CLR US,Continental Resources Inc/OK,442.5,15,-6,29500000.00,"BofA Securities, JP Morgan",Energy,2520.28,1.52808, 
5/14/07,PODD US,Insulet Corp,125.475,15,6.400000095,7700000.00,"BofA Securities, JP Morgan","Consumer, Non-cyclical",394.47,114.629,NASDAQ GS
5/14/07,PINN US,Pinnacle Gas Resources Inc,36.0775,9,-4.555555344,3750000.00,B Riley Financial Inc,Energy,260.35,, 
5/14/07,974072Z CN,Scandium International Mining Corp,9.9418,1,,,Canaccord Financial Inc,Basic Materials,0,, 
5/11/07,BTI/H CN,Bioasis Technologies Inc,0.53862,0.15,66.66665649,4000000.00,Haywood Securities Inc,"Consumer, Non-cyclical",0.727137,, 
5/10/07,SLH US,Solera Holdings Inc,483,16,15,26250000.00,"Goldman Sachs, JP Morgan",Technology,1039.71,2.65759, 
5/10/07,JMP US,JMP Group LLC,101.189,11,11.81818199,7999100.00,"Citizens Financial Group Inc, BofA Securities, Stifel",Financial,242,, 
5/10/07,ALBO US,Albireo Pharma Inc,86.25,15,20,5000000.00,Morgan Stanley,"Consumer, Non-cyclical",302.41,31.6277, 
5/10/07,ANVGQ US,Hycroft Mining Corp,0,0,,,,Basic Materials,0,0.038972, 
5/9/07,ACM US,AECOM,808.45,20,5.5,35150000.00,"Morgan Stanley, BofA Securities, UBS",Industrial,1952.15,94.4483,New York
5/9/07,NHC CN,Nobilis Health Corp,153.989,12.25,7.755102158,12087700.00,BMO Capital Markets,"Consumer, Non-cyclical",133.9,6.06265, 
5/8/07,TOMO US,TomoTherapy Inc,256.594,19,19.31579018,11743400.00,BofA Securities,"Consumer, Non-cyclical",926.22,, 
5/3/07,IBKR US,Interactive Brokers Group Inc,1200.4,30.01,4.298566341,40000000.00,"HSBC, WR Hambrecht + Co LLC",Financial,1206.42,88.8722,NASDAQ GS
5/1/07,CAVM US,Cavium LLC,104.794,13.5,21.85185242,6750000.00,"Morgan Stanley, Lehman Brothers",Technology,534.2,, 
5/1/07,NGSX US,NeurogesX Inc,44,11,-6.818181992,4000000.00,Morgan Stanley,"Consumer, Non-cyclical",137.37,0.232047, 
4/26/07,1664784D US,Gilead Pharmasset LLC,49.5,9,0.777777791,5000000.00,"BofA Securities, UBS","Consumer, Non-cyclical",189.18,, 
4/25/07,AWP US,abrdn Global Premier Propertie,2110.32,20,0.050000001,100000000.00,BofA Securities,Financial,0,12.0717,New York
4/25/07,JGT US,Nuveen Diversified Currency Opportunities Fund,800,20,0.100000002,40000000.00,Wells Fargo,Financial,0,, 
4/25/07,OREXQ US,Orexigen Therapeutics Inc,96.6,12,8.333333015,7000000.00,BofA Securities,"Consumer, Non-cyclical",322.92,, 
4/25/07,DAL US,Delta Air Lines Inc,0,0,,,,"Consumer, Cyclical",0,88.6938,New York
4/24/07,VRY/U US,Victory Acquisition Corp,330,10,3.5,30000000.00,Citi,Financial,330,, 
4/24/07,CYLUU US,Cyalume Technologies Holdings Inc,58.5,8,-1,7312500.00,,Basic Materials,0,, 
4/23/07,EDD US,Morgan Stanley Emerging Markets Domestic Debt Fund Inc,1395,20,0.25,63750000.00,Morgan Stanley,Financial,0,62.7198,New York
4/23/07,CNK US,Cinemark Holdings Inc,537.075,19,-0.473684222,28000000.00,"Lehman Brothers, UBS, BofA Securities, Morgan Stanley","Consumer, Cyclical",2022.55,111.506,New York
4/20/07,CHM/U US,China Healthcare Acquisition Corp,58.5093,6,1,8500000.00,RBC Capital Markets,Diversified,0,, 
4/19/07,PNNT US,PennantPark Investment Corp,309.375,15,-4,20000000.00,"JP Morgan, BofA Securities, Truist Securities Inc, UBS",Financial,315.38,20.7093,New York
4/19/07,DEEPQ US,Superior Offshore International Inc,175.375,15,16.93333244,10166700.00,"JP Morgan, BofA Securities",Energy,385,, 
4/18/07,TMUS US,T-Mobile US Inc,1322.5,23,19.13043404,50000000.00,"JP Morgan, BofA Securities, Morgan Stanley",Communications,7963.7,41.8335,NASDAQ GS
4/17/07,MBH/U US,MBF Healthcare Acquisition Corp,172.5,8,0.25,18750000.00,BofA Securities,Diversified,212.75,, 
4/12/07,COMV US,Itron Distributed Energy Management Inc,109.71,18,23.94444466,5300000.00,Citi,Utilities,329.63,, 
4/4/07,1923730D AU,Boart Longyear Ltd,1843.6,1.85,-2.702703953,1269160000.00,"Goldman Sachs, Macquarie, UBS",Industrial,2249.62,, 
